27569,48052
19258,7926
15568,1345
23244,30099
42599,18962
23437,2006
42174,23499
47211,19740
45911,4015
22894,45685
46569,40442
10313,36194
49271,46793
2575,34109
4093,26049
10482,29815
39403,25258
12913,17365
47001,34196
11635,27726
42048,11408
28510,37151
17456,29638
23868,36168
48656,48096
11974,48268
39679,41647
31272,8556
36809,7850
20703,24206
45438,5192
17937,31609
36298,46466
41541,25062
33978,1719
37207,1124
48303,34469
21360,11603
4762,22023
6336,24206
18778,26155
44843,8846
6789,30079
15343,6763
39369,13476
46192,25257
16234,18992
35299,32753
22402,26545
39236,7217
15543,28067
3955,4480
35351,27086
45474,47540
32674,9287
29553,16039
23787,12420
4948,19276
3117,20812
11854,41544
24376,2996
22281,37828
38507,47951
10853,47389
12781,11097
22308,43635
23146,6188
22182,10091
11314,35714
43069,27518
39249,23866
35684,253
43442,12091
22137,4488
30707,10590
26624,41117
25678,5351
9102,24833
18885,35773
14159,23309
734,21354
572,6361
6710,37648
6808,37818
32713,9553
34341,39310
32605,6482
10454,46596
16872,39814
8158,5479
13123,3282
30119,45473
47649,28673
9959,6287
12166,27553
33887,10664
18703,46460
24536,33101
28137,10794
32567,44701
1338,43658
32904,36719
41820,15767
26333,6333
21871,33270
23849,4178
14231,19760
26772,37340
13085,33997
9427,3548
33836,6492
34122,22296
13084,10161
11403,13074
33618,23408
26457,45254
33504,44493
8867,23750
43932,26736
30396,44324
30430,4719
11196,9810
11332,11424
1024,25952
12450,20992
1883,15417
4474,22066
24126,4778
31797,23717
20187,1111
23767,14
20182,23348
6088,12262
15418,39813
28241,45237
32035,14349
1886,1360
45890,49104
18708,13987
23337,13189
34158,13285
4742,31309
16576,28129
44008,36108
42211,18291
1918,45520
11154,37490
9157,15475
531,41665
37305,17395
29609,48821
6101,24949
23424,41393
21420,34119
20864,27613
13999,43549
28623,44295
7344,27685
33694,36540
49149,22066
4027,44207
13817,29344
38825,49223
16092,25138
13690,24715
70,2323
4569,25968
597,2642
1047,42529
4588,949
38853,33081
31944,23242
6176,19448
22531,48111
20017,30846
5338,42424
34025,6128
47374,28030
4275,494
14393,16167
2219,16121
20996,19467
9873,21013
22515,34897
20382,5780
49660,3531
30207,47558
13292,11182
27050,47920
45558,41864
36504,47930
26256,17287
4669,10067
41425,11944
35780,4023
42715,19333
13105,10158
1058,21542
24751,23140
44550,16749
47031,22065
21886,31984
16164,24593
20024,1133
1965,17239
39303,29670
46776,44753
40182,24414
7831,12280
39737,21057
43999,26281
383,41287
25638,17902
32533,1175
5282,47728
36462,9213
29356,9290
40029,32024
9816,37579
33529,42533
16228,26365
35223,36519
37993,13904
46006,19705
33594,49503
254,36823
36892,32562
20499,15286
14236,14067
6455,2967
48697,39153
15497,34607
28114,43705
18617,13333
29811,5789
15984,25018
12500,49355
46511,48957
41205,14421
29039,19065
9168,15421
38889,4645
25685,16518
4391,45082
36350,2486
49977,15072
13873,25579
47081,48587
32623,28989
35104,13827
36530,29034
13547,9751
16189,26230
48437,45909
43259,48328
36908,49231
24,32207
35625,34265
27542,43782
33193,33073
19464,43940
32366,22511
16451,34003
46221,6734
49990,15036
9783,25063
20092,24017
12798,37661
4986,2691
19211,1252
26927,46462
18446,29313
18290,38393
25170,44255
46443,49707
6516,32034
35634,4626
30098,26559
42136,20931
25151,7475
12181,41555
5498,18637
43984,18762
43663,31101
3220,35794
25972,40882
9494,44300
6831,9834
21528,33749
33948,35727
19671,24302
42111,23479
14240,42771
15012,44338
10779,34596
12081,49830
37045,10567
13357,25974
16340,24917
18482,45010
13376,17826
2318,4638
49211,8230
40605,39552
35976,21527
17242,12071
8444,8397
22153,4520
43250,31741
13389,37118
12394,16084
4889,47558
14043,35633
20881,11729
6372,32972
11124,2597
8461,9029
29988,10300
14170,11643
37555,20109
44078,2927
32539,4728
26038,72
28105,48966
4898,26432
45206,6127
45636,26311
4163,11276
20907,40242
20491,13461
22144,25432
40638,5583
41721,19933
48994,49344
44987,20567
20020,41861
39813,35745
26206,20090
40956,13682
24428,1532
27247,30023
42420,35392
48701,29771
13570,16394
44427,44825
8406,25661
11762,33648
13965,15419
33591,34614
46945,39343
26638,14419
11473,35728
22644,45536
36658,21134
6683,41476
20126,21729
43213,15397
46293,28494
36806,3260
40567,11011
41699,30579
40739,43789
43671,19673
39979,34157
4017,7682
3768,41023
1957,2112
10019,17661
33549,9936
45654,15983
24229,15116
43618,4243
16041,42039
44359,5989
33117,29991
2997,67
40739,23398
31827,35314
41490,24187
17632,30321
47730,4232
47490,24892
35922,15421
6599,12861
37145,29125
17848,10600
1499,21865
24423,37370
42716,16948
34524,2655
38071,28919
34714,43851
35453,22619
37535,49648
14369,286
21026,48350
34148,30473
44164,6904
31884,39363
34246,3199
16261,6799
49598,30259
16437,11448
9430,23907
28595,2210
44787,11228
4935,40099
28476,13502
42839,16315
41546,28978
17732,27649
42798,49544
33028,41848
7403,18649
20870,5108
40155,9894
19429,25040
33017,44808
32238,28283
30881,41892
4765,48079
29560,6889
27187,6125
9026,2076
20337,42342
32813,31490
31226,4418
45055,37599
29646,24225
4500,38860
3042,34261
15203,34271
34669,14833
44481,25248
5478,10465
3430,46361
13421,28997
22762,15007
13242,26264
16531,21419
42290,34089
37954,11907
49827,48616
47383,47833
33524,3703
43035,32070
38998,36514
26552,34785
49866,353
41524,48294
49048,40450
38083,14315
37605,28533
21177,2486
46757,46321
25473,17227
10544,10744
22537,7088
22087,35365
16412,19548
13631,17833
28214,17851
23612,46906
40225,22731
22337,42922
36110,16028
3215,13926
35086,31821
8629,35868
40726,19800
29948,1369
49925,28831
43810,28292
34667,47394
23538,44061
34080,10610
34314,41942
38869,12423
35819,20584
11449,40456
42674,26628
10820,32923
16730,3569
35287,24128
27299,39830
35496,35716
48672,17833
33411,13299
6793,43901
28127,40373
5949,29385
43630,13008
47917,26079
8320,5313
26360,41700
24587,43234
6543,47723
23673,609
664,43676
19592,48450
19439,1954
16117,19711
30666,32489
25326,42780
14004,3755
35936,11457
9821,26057
22168,44593
47320,3055
22572,27242
18351,18900
31355,21629
28951,29600
37402,29556
34809,21535
16841,2771
23594,36160
1772,38606
6917,21956
37757,29779
12689,198
14256,43694
25179,11588
21127,49261
24480,24688
17966,1233
39792,18154
48616,38598
25545,14438
36731,29368
6307,14800
6391,31581
10300,19533
1720,22283
38190,44041
44253,32240
30628,21973
12824,6625
38228,12797
13052,5650
11059,26657
3849,24873
7677,12992
38223,2356
18449,11557
28524,10402
23853,48216
7755,26054
5919,25861
36738,12443
20743,17749
27340,38872
2552,47978
21943,41479
26669,28393
11826,15206
29380,34970
4284,16572
31555,1473
40928,12044
5044,33319
2787,41607
796,19336
38913,31708
22953,48354
29823,16298
30568,32706
3003,43021
4848,30246
47503,47455
7821,36207
15017,22051
39956,38692
6297,5109
48977,22088
35785,33817
13504,6356
42819,31793
1158,10677
31650,27164
45302,12197
45552,27795
1232,24196
16195,17310
42154,12870
40261,17607
24105,8856
35902,37192
38977,4771
19072,42089
1610,1734
12800,49898
49175,40014
34504,1265
7869,22614
36730,49243
38025,16546
42968,29552
37804,43986
45302,25756
30252,35620
28026,9178
46067,22142
31488,29338
39721,43944
9759,5454
29634,38599
20119,15323
3502,30033
32709,8020
36925,41698
19080,9704
28261,30535
46402,14451
10247,45424
22678,25249
24463,4056
39030,10810
44737,4611
22337,46440
24504,43379
34309,37013
29247,26707
17163,24938
10165,28181
26032,10086
9820,30776
21542,27070
29356,23629
10745,25651
28833,41065
18824,5359
9854,43367
5498,49
21821,21742
32397,26626
34989,28008
11767,44266
4099,23575
9614,24922
20593,28599
43310,15519
44573,21839
33158,4209
49825,43668
924,8376
19535,25258
29554,30965
1429,14302
17998,29607
3145,11264
48188,10510
39509,26996
11958,34728
38890,42300
16002,9269
41656,3423
36576,45798
33061,26576
16012,5156
44913,25557
42881,16007
639,4170
41907,45385
18672,24328
36350,28107
25099,30428
45143,21648
5140,35470
3680,31514
49157,43959
37598,18700
44538,49025
2548,13786
7212,30784
12712,19714
36278,2513
43097,17101
25091,18600
49077,38721
19412,18513
36361,44851
6487,19407
14167,43511
43067,39335
29231,20704
45824,36909
48370,10700
2866,28206
96,7566
36382,24790
19007,26830
15399,39958
39461,1541
13474,29988
5536,35391
43852,44354
49356,46584
4854,40607
24496,34453
27485,49180
21905,13001
23351,7066
25041,18863
47192,13544
28758,34122
38091,25285
18743,27370
8271,2662
34752,30457
44423,12988
43155,6744
38510,44781
31574,2167
21187,15476
30129,2050
42856,7314
46095,9163
40628,49846
15373,41108
45047,37803
41564,29276
41821,17282
43126,41863
30324,21829
34894,43800
14179,20946
34177,32538
14042,34820
11108,21818
35506,45694
39696,26650
16300,34666
16613,32481
1122,15357
39808,16716
42167,26729
22932,7100
40241,49035
40466,15819
44437,20662
3053,11295
35167,49723
6983,14480
39932,39188
47076,49338
21093,38487
23801,26492
37188,41812
18847,36433
30342,7305
11804,6025
5293,17234
5348,45773
25934,30366
15641,27058
37539,41515
11471,239
36161,40973
22139,48098
42934,45455
41633,24620
3447,1137
2749,9785
43206,25302
19447,28836
49706,4363
36480,10015
7505,49619
20001,7792
9245,47416
44031,23499
21652,49142
37160,782
5719,34312
29256,2317
22231,9591
16981,8120
21704,15606
13548,18538
9486,19600
40466,8128
26593,14694
31592,16761
22672,38477
49399,20054
18924,31847
49819,516
33552,37232
30985,46279
12659,19460
48359,47539
33324,14342
21816,26445
20957,47631
2366,9940
39815,1647
49845,36534
10374,42493
38307,31220
265,47492
37758,34872
48797,33316
4195,29720
22699,37421
28912,47430
26586,31404
2942,16291
48708,31775
24329,25779
29668,32478
32445,15435
9784,1830
6351,21293
30974,45697
6565,21466
24079,23884
40916,31211
8110,48094
37557,38839
21633,40477
6083,10070
35058,32594
43629,22910
43934,26971
13119,7170
11109,39604
27788,12844
10768,6117
49988,32577
21859,29888
48703,28708
37852,30997
29719,30171
48715,7500
13275,40269
75,13881
14372,21051
44193,10028
29495,6020
12368,15031
45607,39885
45325,4661
20232,33000
11051,24814
16162,27907
27066,16797
37566,8404
20508,9579
1940,26130
49903,28425
9528,49840
35579,9431
25143,41637
1755,1956
9371,42461
44348,32010
31754,16470
31028,37317
28220,27549
29358,1676
45200,10673
44881,25299
47251,40008
1020,44300
5410,45321
16597,23342
21774,31444
35933,23957
49780,46289
19745,1202
5980,15104
32182,14313
27588,15702
4548,30584
35879,20415
12155,49592
28066,30023
5232,4932
43511,5687
15756,41864
34643,16924
5305,4061
29250,21885
7368,14336
44221,49443
24185,10040
28116,38006
5928,32683
6935,22349
48073,39498
20376,3963
6530,24926
26187,9952
12080,17162
46348,19304
30358,41438
2900,5182
49259,12211
40789,10024
1050,31780
36407,24944
43116,25980
43303,8603
3507,40319
46472,36026
26237,14707
49308,35556
34466,35450
2571,13272
16055,32707
16014,23631
3247,26946
10402,992
31452,19522
30043,24146
18162,46024
8489,48155
7401,1763
39952,40725
13061,214
10612,4075
5322,45806
5106,9522
21241,7299
28853,10464
16204,1439
4729,35551
22534,21540
28529,32948
49350,15313
8354,44121
27740,37350
9182,25092
14215,2127
30750,3882
37955,7073
14266,17190
4921,17540
21248,35036
16895,7016
47672,39950
21317,44340
12900,10419
25453,7940
47823,24327
9715,27913
13089,32118
7313,48817
35601,8665
42360,16437
4994,27216
17627,16302
16133,21499
16970,49857
48171,13793
37211,40279
13009,13056
5327,4903
39557,40449
9442,49331
26211,48572
24151,34461
8075,18816
23266,13101
5922,9289
35446,47650
37768,34022
45548,18988
11040,24576
23101,48037
27680,33976
27482,19654
27599,32340
15360,6780
16157,25749
30604,2115
11544,20672
14968,33659
10773,6530
33549,44826
11615,17322
37742,32158
9334,2223
48974,21512
7779,34479
10463,18920
16209,31882
42125,8794
24482,18345
16814,14461
25315,31726
1557,36479
2863,30778
5091,18954
30719,8032
20400,7555
27204,17828
27257,41421
41346,19720
49288,48046
36803,5866
47534,30741
13713,36996
18425,16669
21778,11598
4643,35610
26772,16562
48502,4843
7258,39557
34092,31147
33612,28225
21380,7371
25181,37142
23653,27399
49817,49475
40875,31787
36796,33671
34482,35901
29374,31991
35560,15057
1962,39806
27476,10820
28525,34748
22687,27762
18539,38861
47062,38414
14380,17609
22411,16737
31158,7847
26197,34157
30350,32252
3648,14170
49320,27084
36172,11527
38318,32528
3224,32485
5970,5797
24444,6914
30939,13671
1200,39112
6392,9798
23233,39659
14085,4629
37509,19913
22021,48961
22892,36791
5883,8533
18369,7567
43720,26101
39549,11346
10406,39389
45243,27157
